CustomerID,TypeService,TypeClient,Province,Ville,Quartier,Mois,Date,IndexPrecedent,IndexActuel,Consommation,MontantFacture,StatutPaiement,AnomalyScore,SuspectFlag,TypeSuspect
C000239,Électricité,Particulier,Khémisset,Rommani,Rommani,2021-07,2021-07-01,190341.77,190528.14,186.37000000002445,239.09,Payé,0.3646,0,Aucune
C000239,Électricité,Particulier,Khémisset,Rommani,Rommani,2021-08,2021-08-01,190528.14,190694.2,166.05999999999767,240.94,Payé,0.3007,0,Aucune
C000239,Électricité,Particulier,Khémisset,Rommani,Rommani,2021-09,2021-09-01,190694.2,190903.53,209.3299999999872,283.12,Payé,0.1482,0,Aucune
C000239,Électricité,Particulier,Khémisset,Rommani,Rommani,2021-10,2021-10-01,190903.53,97882.34,131.86000000000058,257.1,Payé,0.1357,0,Aucune
C000239,Électricité,Particulier,Khémisset,Rommani,Rommani,2021-11,2021-11-01,191126.36,191293.92,167.56000000002678,241.02,Impayé,0.1462,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2021-09,2021-09-01,106769.16,107062.85,293.6900000000023,350.69,En retard,0.0,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2021-10,2021-10-01,107062.85,107328.58,265.7299999999959,350.22,Impayé,0.0789,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2021-11,2021-11-01,107328.58,107615.65,287.06999999999243,368.52,Payé,0.1682,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2021-12,2021-12-01,107615.65,107849.25,233.60000000000582,315.72,Payé,0.2121,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-01,2022-01-01,107849.25,108040.74,191.49000000000524,227.14,Payé,0.1943,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-02,2022-02-01,108040.74,108206.46,165.72000000000116,229.69,Payé,0.0,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-03,2022-03-01,108206.46,108389.86,183.39999999999418,242.17,Payé,0.1024,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-04,2022-04-01,108389.86,108561.97,172.11000000000058,221.59,Payé,0.1195,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-05,2022-05-01,108561.97,108730.49,168.52000000000407,231.49,Payé,0.1725,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-06,2022-06-01,108730.49,108983.25,252.75999999999476,315.27,Payé,0.2997,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-07,2022-07-01,108983.25,109288.25,305.0,408.21,Impayé,0.0626,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-08,2022-08-01,109288.25,109719.75,431.5,482.48,En retard,0.2004,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-09,2022-09-01,109719.75,110036.29,316.5399999999936,414.18,Impayé,0.149,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-10,2022-10-01,110036.29,110346.7,310.4100000000035,385.7,Payé,0.2018,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-11,2022-11-01,110346.7,110611.28,264.58000000000175,341.09,Impayé,0.2632,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2022-12,2022-12-01,110611.28,110824.95,213.66999999999825,262.74,Payé,0.3007,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-01,2023-01-01,110824.95,110979.39,154.44000000000233,217.42,Payé,0.2822,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-02,2023-02-01,110979.39,111156.67,177.27999999999884,245.24,Payé,0.1378,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-03,2023-03-01,111156.67,111347.3,190.63000000000466,237.28,Payé,0.168,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-04,2023-04-01,111347.3,111567.99,220.69000000000233,266.11,Impayé,0.3045,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-05,2023-05-01,111567.99,111843.61,275.61999999999534,346.43,Payé,0.1742,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Shoul,2023-06,2023-06-01,111843.61,112174.06,330.4499999999971,423.92,Payé,0.1991,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-07,2023-07-01,112174.06,97882.34,338.63,432.99,Impayé,0.0079,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-08,2023-08-01,112512.69,112897.19,384.5,475.87,Payé,0.2069,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-09,2023-09-01,112897.19,113179.62,282.429999999993,340.59,Impayé,0.1106,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-10,2023-10-01,113179.62,113459.78,280.1600000000035,349.45,Payé,0.1725,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-11,2023-11-01,113459.78,113717.12,257.3399999999965,341.64,Payé,0.0848,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2023-12,2023-12-01,113717.12,113940.21,223.09000000001106,286.05,Payé,0.3896,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-01,2024-01-01,113940.21,114137.73,197.51999999998952,269.94,Payé,0.1586,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-02,2024-02-01,114137.73,114313.21,175.48000000001048,223.74,Impayé,0.071,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-03,2024-03-01,114313.21,114491.74,178.52999999999884,238.58,Payé,0.293,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-04,2024-04-01,114491.74,114745.74,254.0,298.27,Payé,0.3135,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-05,2024-05-01,114745.74,114970.32,224.58000000000175,298.95,Payé,0.021,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-06,2024-06-01,114970.32,115270.59,300.2699999999895,363.26,En retard,0.2243,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-07,2024-07-01,115270.59,115635.11,364.5200000000041,440.85,Payé,0.3567,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-08,2024-08-01,115635.11,115925.63,290.5200000000041,340.61,Payé,0.2098,0,Aucune
C000240,Électricité,Particulier,Salé,Salé,Bab Lamrissa,2024-09,2024-09-01,115925.63,116247.23,321.59999999999127,413.55,Payé,0.1451,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2018-08,2018-08-01,67657.79,67673.58,15.790000000008149,149.1,En retard,0.4433,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2018-09,2018-09-01,67673.58,67697.87,24.289999999993597,186.61,Impayé,0.2863,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2018-10,2018-10-01,67697.87,67715.42,17.55000000000291,144.4,Payé,0.1047,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2018-11,2018-11-01,67715.42,67731.7,16.279999999998836,127.08,Payé,0.0211,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2018-12,2018-12-01,67731.7,67746.92,15.220000000001164,127.1,Payé,0.154,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-01,2019-01-01,67746.92,67761.98,15.059999999997672,123.84,Payé,0.3975,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-02,2019-02-01,67761.98,67776.6,14.620000000009895,113.46,Payé,0.1573,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-03,2019-03-01,67776.6,67791.07,14.470000000001164,137.1,Payé,0.1581,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-04,2019-04-01,67791.07,67807.35,16.279999999998836,152.72,Payé,0.0951,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-05,2019-05-01,67807.35,67824.01,16.65999999998894,130.61,Payé,0.4081,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-06,2019-06-01,67824.01,67845.35,21.34000000001106,182.18,Payé,0.1018,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-07,2019-07-01,67845.35,67863.6,18.25,149.65,Payé,0.2168,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-08,2019-08-01,67863.6,67878.14,14.539999999993597,140.85,Payé,0.5678,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-09,2019-09-01,67878.14,67896.62,18.479999999995925,138.87,Payé,0.0849,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-10,2019-10-01,67896.62,67915.23,18.610000000000582,133.09,Payé,0.0556,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-11,2019-11-01,67915.23,67930.82,15.59000000001106,130.49,Payé,0.065,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2019-12,2019-12-01,67930.82,67948.56,17.739999999990687,154.75,Payé,0.1635,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-01,2020-01-01,67948.56,67962.33,13.770000000004075,118.06,Payé,0.0434,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-02,2020-02-01,67962.33,67977.13,14.80000000000291,133.37,Payé,0.1044,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-03,2020-03-01,67977.13,67991.73,14.599999999991269,120.22,En retard,0.0382,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-04,2020-04-01,67991.73,68010.4,18.669999999998254,165.82,Payé,0.5076,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-05,2020-05-01,68010.4,68026.45,16.05000000000291,137.33,Payé,0.1971,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-06,2020-06-01,68026.45,68043.69,17.24000000000524,147.62,Payé,0.2178,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-07,2020-07-01,68043.69,68067.33,23.639999999999418,162.61,Payé,0.175,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-08,2020-08-01,68067.33,68091.32,23.99000000000524,189.15,Payé,0.3287,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-09,2020-09-01,68091.32,68110.55,19.229999999995925,161.14,Impayé,0.1535,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-10,2020-10-01,68110.55,68125.98,15.429999999993015,144.65,Payé,0.1725,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-11,2020-11-01,68125.98,68139.14,13.160000000003492,132.69,Payé,0.308,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2020-12,2020-12-01,68139.14,68152.73,13.589999999996508,113.95,Payé,0.4416,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2021-01,2021-01-01,68152.73,68165.02,12.290000000008149,130.28,Payé,0.2631,0,Aucune
C000241,Eau,Particulier,Kénitra,Kénitra,Maamora,2021-02,2021-02-01,68165.02,68177.69,12.669999999998254,99.91,Payé,0.0986,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2024-05,2024-05-01,160542.52,160714.36,171.8399999999965,243.8,Payé,0.1725,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2024-06,2024-06-01,160714.36,160939.52,225.1600000000035,298.91,Payé,0.036,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2024-07,2024-07-01,160939.52,161094.31,154.79000000000815,192.32,Payé,0.5504,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2024-08,2024-08-01,161094.31,161307.19,212.88000000000466,258.43,En retard,0.2678,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2024-09,2024-09-01,161307.19,97882.34,180.95,225.72,Payé,0.3427,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2024-10,2024-10-01,161488.14,161673.92,185.77999999999884,231.87,Payé,0.405,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2024-11,2024-11-01,161673.92,161833.44,159.51999999998952,222.52,En retard,0.2054,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2024-12,2024-12-01,161833.44,97882.34,103.6,144.34,Payé,0.0764,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2025-01,2025-01-01,161937.03,162042.34,105.30999999999767,146.43,Impayé,0.3778,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2025-02,2025-02-01,162042.34,162167.16,124.82000000000698,180.86,Payé,0.2471,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2025-03,2025-03-01,162167.16,162269.83,102.6699999999837,169.21,Payé,0.0898,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2025-04,2025-04-01,162269.83,162446.77,176.94000000000233,215.58,Payé,0.1248,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2025-05,2025-05-01,162446.77,162602.27,155.5,202.08,Payé,0.1842,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Aïn Atiq,Aïn Atiq,2025-06,2025-06-01,162602.27,162794.52,192.25,244.49,Impayé,0.218,0,Aucune
C000242,Électricité,Particulier,Skhirate-Témara,Rabat,Aïn Atiq,2025-07,2025-07-01,162794.52,162947.25,152.73000000001048,216.74,Payé,0.3123,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-03,2010-03-01,23410.38,23441.18,30.799999999999272,217.18,Payé,0.2913,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-04,2010-04-01,23441.18,23473.12,31.93999999999869,217.79,Payé,0.1842,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-05,2010-05-01,23473.12,23507.3,34.18000000000029,234.76,En retard,0.1601,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-06,2010-06-01,23507.3,23557.36,50.06000000000131,327.4,En retard,0.067,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-07,2010-07-01,23557.36,23590.02,32.659999999999854,228.14,Payé,0.1725,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-08,2010-08-01,23590.02,23636.05,46.029999999998836,291.75,Payé,0.0,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Shoul,2010-09,2010-09-01,23636.05,23673.62,37.56999999999971,249.42,En retard,0.2984,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-10,2010-10-01,23673.62,23701.96,28.340000000000146,214.92,Payé,0.1668,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-11,2010-11-01,23701.96,23735.85,33.88999999999942,261.62,Payé,0.2498,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2010-12,2010-12-01,23735.85,23762.47,26.62000000000262,198.34,Payé,0.2244,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-01,2011-01-01,23762.47,23790.0,27.529999999998836,207.54,Impayé,0.1176,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-02,2011-02-01,23790.0,23813.84,23.840000000000146,172.7,Payé,0.1588,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-03,2011-03-01,23813.84,23845.33,31.4900000000016,221.95,Payé,0.0,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-04,2011-04-01,23845.33,23868.69,23.359999999996944,178.06,Payé,0.2576,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-05,2011-05-01,23868.69,23906.51,37.81999999999971,261.38,Payé,0.2487,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-06,2011-06-01,23906.51,23949.7,43.19000000000233,287.28,Payé,0.1238,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-07,2011-07-01,23949.7,23984.26,34.55999999999767,248.11,Payé,0.2258,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-08,2011-08-01,23984.26,24026.97,42.710000000002765,323.97,Payé,0.0173,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-09,2011-09-01,24026.97,24062.21,35.23999999999796,252.59,Payé,0.3545,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-10,2011-10-01,97717.56,24087.86,25.65,179.54,Impayé,0.3754,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-11,2011-11-01,24087.86,24115.33,27.470000000001164,221.15,Payé,0.1628,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2011-12,2011-12-01,24115.33,24143.74,28.409999999999854,227.55,Payé,0.2995,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-01,2012-01-01,24143.74,24162.29,18.549999999999272,174.29,Impayé,0.3231,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-02,2012-02-01,24162.29,24186.44,24.149999999997817,195.53,Payé,0.1552,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-03,2012-03-01,24186.44,24212.38,25.94000000000233,193.05,Payé,0.0471,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-04,2012-04-01,24212.38,24245.95,33.56999999999971,230.34,Payé,0.1807,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-05,2012-05-01,24245.95,24273.72,27.770000000000437,213.71,Payé,0.3477,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-06,2012-06-01,24273.72,97882.34,131.86000000000058,176.95,Payé,0.0754,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-07,2012-07-01,24293.15,24326.66,33.5099999999984,238.58,Impayé,0.2265,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-08,2012-08-01,24326.66,24361.07,34.409999999999854,272.76,Payé,0.0778,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-09,2012-09-01,24361.07,24392.1,31.029999999998836,253.4,En retard,0.0368,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-10,2012-10-01,24392.1,24425.27,33.17000000000189,231.71,Payé,0.0586,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-11,2012-11-01,24425.27,24460.68,35.409999999999854,233.9,Payé,0.3097,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2012-12,2012-12-01,24460.68,24489.17,28.489999999997963,204.4,Payé,0.0995,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2013-01,2013-01-01,24489.17,24517.81,28.640000000003056,227.69,Payé,0.2097,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2013-02,2013-02-01,24517.81,24537.74,19.93000000000029,238.58,Payé,0.0,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2013-03,2013-03-01,24537.74,24570.63,32.88999999999942,238.06,Payé,0.157,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2013-04,2013-04-01,24570.63,24597.58,26.950000000000728,178.79,Payé,0.134,0,Aucune
C000243,Eau,Particulier,Skhirate-Témara,Aïn Aouda,Aïn Aouda,2013-05,2013-05-01,24597.58,24634.15,36.56999999999971,268.09,Payé,0.1853,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2012-11,2012-11-01,92230.8,92928.04,558.4899999999907,705.55375,Payé,0.0048,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2012-12,2012-12-01,92928.04,93557.09,558.4899999999907,705.55375,Payé,0.0492,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-01,2013-01-01,93557.09,94205.11,558.4899999999907,705.55375,Payé,0.411,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-02,2013-02-01,94205.11,94706.33,501.22000000000116,585.03,Impayé,0.1394,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-03,2013-03-01,94706.33,95176.39,470.0599999999977,543.27,Payé,0.1621,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-04,2013-04-01,95176.39,95781.8,558.4899999999907,705.55375,Payé,0.378,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-05,2013-05-01,95781.8,96481.93,558.4899999999907,705.55375,Payé,0.1338,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-06,2013-06-01,96481.93,97226.56,558.4899999999907,705.55375,Payé,0.4393,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-07,2013-07-01,97226.56,98324.66,558.4899999999907,705.55375,Payé,0.1993,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-08,2013-08-01,98324.66,99525.34,558.4899999999907,705.55375,Payé,0.0867,0,Aucune
C000244,Électricité,Particulier,Salé,Bouknadel,Bouknadel,2013-09,2013-09-01,99525.34,100299.53,558.4899999999907,705.55375,Impayé,0.3034,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-10,2013-10-01,100299.53,101140.66,558.4899999999907,705.55375,Impayé,0.1345,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-11,2013-11-01,101140.66,101851.93,558.4899999999907,705.55375,Payé,0.0,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2013-12,2013-12-01,101851.93,102371.61,519.6800000000076,617.59,Payé,0.2207,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Shoul,2014-01,2014-01-01,102371.61,103002.03,558.4899999999907,705.55375,Payé,0.2766,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-02,2014-02-01,103002.03,103559.27,557.2400000000052,612.69,Payé,0.0435,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-03,2014-03-01,103559.27,104053.82,494.5500000000029,573.68,Impayé,0.0421,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-04,2014-04-01,104053.82,97882.34,558.4899999999907,705.55375,Payé,0.2526,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-05,2014-05-01,104753.46,105458.04,558.4899999999907,705.55375,Payé,0.3497,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-06,2014-06-01,97717.56,106424.75,558.4899999999907,705.55375,Payé,0.2648,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-07,2014-07-01,106424.75,107413.13,558.4899999999907,705.55375,Impayé,0.3218,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-08,2014-08-01,107413.13,108264.06,558.4899999999907,705.55375,Payé,0.19,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-09,2014-09-01,108264.06,109271.02,558.4899999999907,705.55375,Impayé,0.1588,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-10,2014-10-01,109271.02,110160.41,558.4899999999907,705.55375,Payé,0.4719,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-11,2014-11-01,110160.41,110862.86,558.4899999999907,705.55375,Payé,0.1073,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2014-12,2014-12-01,110862.86,111459.24,558.4899999999907,705.55375,Payé,0.2952,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-01,2015-01-01,111459.24,111923.19,463.9499999999971,541.86,Payé,0.3922,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-02,2015-02-01,111923.19,112478.19,555.0,676.32,Payé,0.3053,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-03,2015-03-01,112478.19,112976.36,498.16999999999825,604.5,En retard,0.0,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-04,2015-04-01,112976.36,113520.51,544.1499999999942,619.71,En retard,0.0,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-05,2015-05-01,113520.51,114325.84,558.4899999999907,705.55375,Payé,0.5501,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-06,2015-06-01,114325.84,115178.33,558.4899999999907,705.55375,Payé,0.1364,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-07,2015-07-01,115178.33,115778.43,558.4899999999907,675.04,Payé,0.0866,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-08,2015-08-01,115778.43,116604.82,558.4899999999907,705.55375,Payé,0.4065,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-09,2015-09-01,116604.82,117494.49,558.4899999999907,705.55375,Payé,0.3019,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-10,2015-10-01,117494.49,118185.12,558.4899999999907,705.55375,Payé,0.1693,0,Aucune
C000244,Électricité,Commerce,Salé,Bouknadel,Bouknadel,2015-11,2015-11-01,118185.12,118831.82,558.4899999999907,705.55375,Payé,0.3914,0,Aucune
