CustomerID,Province,Risk_Score,Nb_releves,Fraudes,Priorité
C000346,Khémisset,27.63,39,0,Modéré
C000194,Skhirate-Témara,27.61,16,0,Modéré
C000438,Salé,27.61,28,0,Modéré
C001233,Rabat,27.58,15,0,Modéré
C000891,Sidi Kacem,27.56,33,0,Modéré
C001955,Kénitra,27.55,33,0,Modéré
C000174,Skhirate-Témara,27.54,25,0,Modéré
C000005,Skhirate-Témara,27.51,20,0,Modéré
C001020,Kénitra,27.49,17,0,Modéré
C001316,Salé,27.47,40,0,Modéré
C001729,Kénitra,27.45,38,0,Modéré
C000077,Khémisset,27.44,10,0,Modéré
C001266,Kénitra,27.42,37,0,Modéré
C001920,Rabat,27.4,27,0,Modéré
C001024,Skhirate-Témara,27.37,11,0,Modéré
C000357,Skhirate-Témara,27.35,27,0,Modéré
C001369,Skhirate-Témara,27.34,22,0,Modéré
C001740,Skhirate-Témara,27.34,21,0,Modéré
C001438,Rabat,27.33,33,0,Modéré
C000533,Sidi Slimane,27.33,19,0,Modéré
C001040,Skhirate-Témara,27.28,38,0,Modéré
C001468,Salé,27.25,16,0,Modéré
C000520,Salé,27.22,38,0,Modéré
C001144,Khémisset,27.17,36,0,Modéré
C001201,Khémisset,27.14,30,0,Modéré
C000284,Kénitra,27.11,39,0,Modéré
C001501,Rabat,27.11,16,0,Modéré
C000560,Kénitra,27.1,39,0,Modéré
C000528,Sidi Slimane,27.09,17,0,Modéré
C000625,Salé,27.08,32,0,Modéré
C000352,Sidi Kacem,27.08,21,0,Modéré
C000373,Rabat,27.07,36,0,Modéré
C000730,Rabat,27.02,20,0,Modéré
C000210,Sidi Kacem,27.02,20,0,Modéré
C001723,Skhirate-Témara,26.99,18,0,Modéré
C001547,Rabat,26.98,20,0,Modéré
C001825,Skhirate-Témara,26.97,27,0,Modéré
C001570,Salé,26.95,27,0,Modéré
C001157,Sidi Kacem,26.95,24,0,Modéré
C000295,Skhirate-Témara,26.94,34,0,Modéré
C001364,Kénitra,26.92,18,0,Modéré
C000427,Skhirate-Témara,26.91,24,0,Modéré
C001696,Sidi Slimane,26.9,28,0,Modéré
C001525,Kénitra,26.89,10,0,Modéré
C001084,Salé,26.88,31,0,Modéré
C000807,Skhirate-Témara,26.88,18,0,Modéré
C000695,Salé,26.86,28,0,Modéré
C001870,Salé,26.85,38,0,Modéré
C000244,Salé,26.82,37,0,Modéré
C000644,Rabat,26.81,30,0,Modéré
C001772,Rabat,26.8,14,0,Modéré
C001699,Salé,26.8,21,0,Modéré
C001454,Kénitra,26.79,24,0,Modéré
C001053,Rabat,26.77,23,0,Modéré
C001526,Khémisset,26.75,29,0,Modéré
C000178,Salé,26.74,11,0,Modéré
C000532,Kénitra,26.72,16,0,Modéré
C001066,Kénitra,26.72,14,0,Modéré
C000437,Rabat,26.67,16,0,Modéré
C000771,Salé,26.67,12,0,Modéré
C000753,Kénitra,26.63,25,0,Modéré
C001567,Kénitra,26.63,13,0,Modéré
C001381,Sidi Kacem,26.6,29,0,Modéré
C000884,Rabat,26.58,32,0,Modéré
C000298,Kénitra,26.57,19,0,Modéré
C000768,Khémisset,26.57,18,0,Modéré
C000818,Salé,26.53,10,0,Modéré
C000335,Kénitra,26.53,36,0,Modéré
C001250,Sidi Slimane,26.51,31,0,Modéré
C001052,Sidi Slimane,26.47,36,0,Modéré
C000964,Kénitra,26.46,34,0,Modéré
C001028,Sidi Kacem,26.45,21,0,Modéré
C000977,Kénitra,26.43,23,0,Modéré
C000540,Salé,26.35,38,0,Modéré
C000766,Salé,26.31,33,0,Modéré
C001637,Salé,26.3,14,0,Modéré
C000811,Sidi Slimane,26.28,22,0,Modéré
C000410,Skhirate-Témara,26.28,34,0,Modéré
C001728,Khémisset,26.28,27,0,Modéré
C001389,Rabat,26.25,24,0,Modéré
C000318,Sidi Kacem,26.2,17,0,Modéré
C001838,Rabat,26.18,34,0,Modéré
C001402,Rabat,26.17,29,0,Modéré
C000571,Salé,26.05,24,0,Modéré
C001106,Kénitra,26.0,34,0,Modéré
C001604,Sidi Kacem,25.97,30,0,Modéré
C001043,Rabat,25.95,14,0,Modéré
C000708,Salé,25.94,26,0,Modéré
C000800,Rabat,25.87,34,0,Modéré
C001811,Salé,25.85,24,0,Modéré
C001998,Rabat,25.83,37,0,Modéré
C001641,Salé,25.77,37,0,Modéré
C001063,Kénitra,25.77,29,0,Modéré
C000661,Sidi Slimane,25.77,19,0,Modéré
C001945,Rabat,25.73,35,0,Modéré
C000843,Rabat,25.72,31,0,Modéré
C002001,Kénitra,25.69,31,0,Modéré
C000211,Kénitra,25.68,18,0,Modéré
C001586,Salé,25.67,37,0,Modéré
C001569,Sidi Kacem,25.67,24,0,Modéré
C001629,Rabat,25.66,19,0,Modéré
C001518,Skhirate-Témara,25.63,37,0,Modéré
C001894,Kénitra,25.57,23,0,Modéré
C000368,Rabat,25.56,34,0,Modéré
C000770,Sidi Slimane,25.55,16,0,Modéré
C000027,Skhirate-Témara,25.51,35,0,Modéré
C000026,Kénitra,25.51,16,0,Modéré
C000032,Salé,25.49,10,0,Modéré
C001351,Rabat,25.48,39,0,Modéré
C001616,Kénitra,25.48,36,0,Modéré
C000893,Skhirate-Témara,25.47,19,0,Modéré
C001933,Skhirate-Témara,25.46,29,0,Modéré
C000260,Kénitra,25.46,32,0,Modéré
C000767,Khémisset,25.45,19,0,Modéré
C001906,Sidi Slimane,25.45,23,0,Modéré
C000514,Rabat,25.44,35,0,Modéré
C000781,Skhirate-Témara,25.43,32,0,Modéré
C000798,Kénitra,25.43,20,0,Modéré
C000971,Skhirate-Témara,25.43,31,0,Modéré
C000124,Khémisset,25.39,39,0,Modéré
C001622,Khémisset,25.36,11,0,Modéré
C001289,Salé,25.33,36,0,Modéré
C001192,Skhirate-Témara,25.32,12,0,Modéré
C000057,Salé,25.25,35,0,Modéré
C001228,Skhirate-Témara,25.23,28,0,Modéré
C000506,Khémisset,25.21,39,0,Modéré
C000649,Salé,25.21,24,0,Modéré
C001401,Sidi Kacem,25.17,36,0,Modéré
C001704,Khémisset,25.15,36,0,Modéré
C001173,Salé,25.1,33,0,Modéré
C000686,Khémisset,25.1,27,0,Modéré
C000051,Khémisset,25.09,15,0,Modéré
C000806,Rabat,25.09,30,0,Modéré
C000947,Salé,25.07,34,0,Modéré
C000681,Skhirate-Témara,25.06,19,0,Modéré
C000428,Salé,25.05,24,0,Modéré
C000347,Rabat,25.01,26,0,Modéré
C001507,Khémisset,25.0,13,0,Modéré
C001511,Sidi Kacem,24.98,37,0,Faible
C000777,Salé,24.97,26,0,Faible
C000415,Rabat,24.97,29,0,Faible
C001493,Kénitra,24.95,19,0,Faible
C000700,Salé,24.92,36,0,Faible
C001443,Rabat,24.91,15,0,Faible
C001477,Skhirate-Témara,24.9,16,0,Faible
C001074,Kénitra,24.9,36,0,Faible
C000463,Skhirate-Témara,24.89,21,0,Faible
C001718,Salé,24.84,21,0,Faible
C000121,Skhirate-Témara,24.82,21,0,Faible
C001709,Khémisset,24.81,29,0,Faible
C001064,Salé,24.8,35,0,Faible
C001542,Skhirate-Témara,24.79,23,0,Faible
C000942,Salé,24.78,25,0,Faible
C000859,Sidi Kacem,24.78,30,0,Faible
C000023,Kénitra,24.78,31,0,Faible
C000573,Rabat,24.77,21,0,Faible
C001738,Salé,24.74,32,0,Faible
C000546,Salé,24.74,20,0,Faible
C000030,Skhirate-Témara,24.74,22,0,Faible
C001349,Rabat,24.73,36,0,Faible
C001942,Skhirate-Témara,24.68,29,0,Faible
C000673,Salé,24.64,23,0,Faible
C001048,Sidi Slimane,24.6,27,0,Faible
C000945,Rabat,24.58,22,0,Faible
C001921,Kénitra,24.56,14,0,Faible
C001293,Skhirate-Témara,24.55,12,0,Faible
C001624,Kénitra,24.52,31,0,Faible
C001449,Rabat,24.5,17,0,Faible
C001054,Kénitra,24.49,39,0,Faible
C000017,Sidi Kacem,24.48,34,0,Faible
C000036,Skhirate-Témara,24.46,13,0,Faible
C000435,Rabat,24.46,31,0,Faible
C001953,Sidi Kacem,24.46,35,0,Faible
C000574,Salé,24.45,37,0,Faible
C001581,Rabat,24.4,33,0,Faible
C001746,Rabat,24.38,10,0,Faible
C002019,Sidi Kacem,24.38,36,0,Faible
C001707,Salé,24.38,34,0,Faible
C000882,Kénitra,24.36,31,0,Faible
C000937,Skhirate-Témara,24.36,34,3,Faible
C000289,Salé,24.34,36,0,Faible
C001803,Rabat,24.33,19,0,Faible
C000488,Rabat,24.32,34,0,Faible
C000500,Kénitra,24.32,11,0,Faible
C000918,Rabat,24.3,36,0,Faible
C000736,Rabat,24.3,34,0,Faible
C000816,Kénitra,24.26,21,0,Faible
C000968,Rabat,24.24,22,0,Faible
C001605,Rabat,24.23,16,0,Faible
C000078,Kénitra,24.21,24,0,Faible
C001656,Rabat,24.19,13,0,Faible
C001306,Kénitra,24.16,37,0,Faible
C000163,Skhirate-Témara,24.12,38,0,Faible
C000434,Skhirate-Témara,24.12,25,0,Faible
C000196,Kénitra,24.1,35,0,Faible
C000850,Salé,24.08,35,0,Faible
C001284,Kénitra,24.07,12,0,Faible
C002000,Rabat,24.06,13,0,Faible
C000561,Skhirate-Témara,24.06,10,0,Faible
C001110,Kénitra,24.04,11,0,Faible
C000475,Khémisset,24.01,31,0,Faible
C000656,Rabat,24.0,39,0,Faible
C001673,Salé,23.98,38,0,Faible
C000138,Kénitra,23.96,28,0,Faible
C001607,Sidi Slimane,23.96,22,0,Faible
C001572,Rabat,23.96,29,0,Faible
C000282,Sidi Kacem,23.95,32,0,Faible
C000472,Skhirate-Témara,23.94,32,0,Faible
C000206,Khémisset,23.91,20,0,Faible
C001464,Rabat,23.9,14,0,Faible
C000621,Kénitra,23.89,36,0,Faible
C000201,Skhirate-Témara,23.89,30,0,Faible
C000141,Kénitra,23.87,11,0,Faible
C001991,Rabat,23.83,12,0,Faible
C000207,Salé,23.83,36,0,Faible
C000414,Rabat,23.8,25,0,Faible
C000287,Kénitra,23.77,25,0,Faible
C000458,Skhirate-Témara,23.77,12,0,Faible
C001375,Kénitra,23.77,30,0,Faible
C000173,Sidi Slimane,23.76,30,0,Faible
C000184,Salé,23.75,26,0,Faible
C001339,Salé,23.67,32,0,Faible
C000276,Khémisset,23.64,39,0,Faible
C001151,Kénitra,23.61,20,0,Faible
C000567,Salé,23.6,37,0,Faible
C000772,Sidi Kacem,23.6,35,0,Faible
C001190,Salé,23.59,23,0,Faible
C000929,Sidi Slimane,23.58,12,0,Faible
C001748,Kénitra,23.58,31,0,Faible
C001710,Skhirate-Témara,23.57,34,0,Faible
C000638,Salé,23.56,29,0,Faible
C000386,Kénitra,23.55,24,0,Faible
C000995,Kénitra,23.53,33,0,Faible
C000044,Rabat,23.52,30,0,Faible
C000670,Kénitra,23.52,28,0,Faible
C000137,Kénitra,23.52,13,0,Faible
C000555,Salé,23.5,18,0,Faible
C000611,Rabat,23.49,13,0,Faible
C000002,Rabat,23.48,14,0,Faible
C002023,Sidi Kacem,23.47,16,0,Faible
C001003,Skhirate-Témara,23.46,20,0,Faible
C001566,Rabat,23.44,27,0,Faible
C000054,Khémisset,23.43,39,0,Faible
C000718,Skhirate-Témara,23.41,39,0,Faible
C001370,Salé,23.4,21,0,Faible
C000925,Rabat,23.38,15,0,Faible
C001982,Rabat,23.37,28,0,Faible
C001891,Salé,23.36,31,0,Faible
C001867,Rabat,23.35,33,0,Faible
C000477,Salé,23.35,38,0,Faible
C001336,Rabat,23.34,39,0,Faible
C000641,Khémisset,23.33,35,0,Faible
C000227,Salé,23.33,26,0,Faible
C001051,Rabat,23.31,12,0,Faible
C001808,Skhirate-Témara,23.3,33,0,Faible
C001719,Kénitra,23.29,23,0,Faible
C001377,Rabat,23.28,36,0,Faible
C001767,Kénitra,23.24,29,0,Faible
C001009,Skhirate-Témara,23.24,10,0,Faible
C000617,Kénitra,23.23,38,0,Faible
C000652,Kénitra,23.23,28,0,Faible
C001348,Salé,23.23,24,0,Faible
C000628,Rabat,23.22,36,0,Faible
C000465,Sidi Kacem,23.21,16,0,Faible
C001786,Skhirate-Témara,23.19,23,0,Faible
C000165,Sidi Kacem,23.14,25,0,Faible
C001708,Salé,23.11,20,0,Faible
C001155,Kénitra,23.09,30,0,Faible
C000223,Salé,23.08,22,0,Faible
C001229,Rabat,23.06,17,0,Faible
C001300,Sidi Slimane,23.05,22,0,Faible
C001114,Rabat,23.04,20,0,Faible
C000064,Kénitra,23.03,39,0,Faible
C001832,Salé,23.03,34,0,Faible
C000715,Salé,23.01,25,0,Faible
C001305,Kénitra,23.01,26,0,Faible
C001104,Khémisset,23.0,37,0,Faible
C001485,Kénitra,23.0,13,0,Faible
C001387,Rabat,22.99,37,0,Faible
C001530,Sidi Slimane,22.99,36,0,Faible
C001731,Khémisset,22.96,28,0,Faible
C000442,Skhirate-Témara,22.96,23,0,Faible
C001794,Skhirate-Témara,22.94,11,0,Faible
C000103,Salé,22.94,24,0,Faible
C001359,Rabat,22.91,24,0,Faible
C002008,Skhirate-Témara,22.9,23,0,Faible
C000218,Salé,22.9,36,0,Faible
C001539,Rabat,22.87,39,0,Faible
C000833,Kénitra,22.87,14,0,Faible
C001385,Sidi Slimane,22.83,18,0,Faible
C000353,Sidi Kacem,22.83,27,0,Faible
C001188,Khémisset,22.81,24,0,Faible
C001022,Sidi Kacem,22.8,35,0,Faible
C001196,Salé,22.79,21,0,Faible
C000252,Kénitra,22.78,11,0,Faible
C000308,Salé,22.78,36,0,Faible
C001618,Skhirate-Témara,22.76,16,0,Faible
C000538,Sidi Slimane,22.74,36,0,Faible
C001267,Kénitra,22.73,31,0,Faible
C000380,Skhirate-Témara,22.7,20,0,Faible
C000248,Salé,22.66,19,0,Faible
C000604,Kénitra,22.66,36,0,Faible
C000095,Kénitra,22.65,26,0,Faible
C000263,Salé,22.65,38,0,Faible
C001753,Rabat,22.65,29,0,Faible
C000841,Kénitra,22.65,31,0,Faible
C001651,Salé,22.64,28,0,Faible
C000333,Rabat,22.62,27,0,Faible
C000340,Kénitra,22.61,35,0,Faible
C001166,Rabat,22.59,15,0,Faible
C001871,Rabat,22.56,34,0,Faible
C001941,Salé,22.55,35,0,Faible
C000092,Khémisset,22.54,28,0,Faible
C001419,Sidi Kacem,22.5,20,0,Faible
C001798,Rabat,22.48,26,0,Faible
C001446,Kénitra,22.47,10,0,Faible
C001430,Sidi Slimane,22.47,37,0,Faible
C000764,Salé,22.47,12,0,Faible
C001474,Salé,22.45,34,0,Faible
C001346,Salé,22.44,39,0,Faible
C000323,Rabat,22.44,28,0,Faible
C000166,Salé,22.42,19,0,Faible
C001775,Salé,22.4,20,0,Faible
C001270,Rabat,22.37,15,0,Faible
C000675,Kénitra,22.37,33,0,Faible
C001469,Salé,22.36,28,0,Faible
C001115,Salé,22.33,11,0,Faible
C000381,Khémisset,22.33,15,0,Faible
C001176,Sidi Kacem,22.28,27,0,Faible
C000828,Rabat,22.27,20,0,Faible
C000213,Kénitra,22.25,20,0,Faible
C000961,Sidi Slimane,22.25,14,0,Faible
C002017,Sidi Kacem,22.24,29,0,Faible
C001319,Skhirate-Témara,22.23,15,0,Faible
C000589,Khémisset,22.23,11,0,Faible
C000759,Skhirate-Témara,22.23,21,0,Faible
C000635,Khémisset,22.23,32,0,Faible
C000527,Sidi Kacem,22.22,29,0,Faible
C000536,Rabat,22.21,25,0,Faible
C000568,Kénitra,22.21,39,0,Faible
C001516,Kénitra,22.2,32,0,Faible
C001785,Kénitra,22.19,21,0,Faible
C001884,Skhirate-Témara,22.19,15,0,Faible
C001498,Kénitra,22.17,12,0,Faible
C001823,Skhirate-Témara,22.16,14,0,Faible
C000776,Sidi Kacem,22.14,17,0,Faible
C001273,Rabat,22.12,13,0,Faible
C001576,Kénitra,22.12,35,0,Faible
C000523,Salé,22.1,25,0,Faible
C000763,Khémisset,22.07,26,0,Faible
C000915,Kénitra,22.07,33,0,Faible
C000237,Rabat,22.06,17,0,Faible
C001939,Khémisset,22.01,38,0,Faible
C001258,Salé,21.97,31,0,Faible
C001458,Rabat,21.96,30,0,Faible
C000348,Skhirate-Témara,21.96,22,0,Faible
C001113,Sidi Kacem,21.95,17,0,Faible
C000082,Kénitra,21.95,33,0,Faible
C001149,Salé,21.9,17,0,Faible
C001334,Khémisset,21.84,28,0,Faible
C001133,Kénitra,21.84,33,0,Faible
C000542,Skhirate-Témara,21.84,19,0,Faible
C000993,Skhirate-Témara,21.82,11,0,Faible
C000058,Salé,21.8,16,0,Faible
C001283,Skhirate-Témara,21.79,33,0,Faible
C001925,Rabat,21.78,37,0,Faible
C001034,Skhirate-Témara,21.78,22,0,Faible
C001751,Kénitra,21.77,26,0,Faible
C001713,Skhirate-Témara,21.75,10,0,Faible
C000998,Kénitra,21.75,36,0,Faible
C001089,Salé,21.74,35,0,Faible
C000497,Salé,21.73,33,0,Faible
C001927,Kénitra,21.72,18,0,Faible
C001108,Kénitra,21.71,30,0,Faible
C000246,Rabat,21.71,27,0,Faible
C001411,Skhirate-Témara,21.71,20,0,Faible
C001744,Rabat,21.67,29,0,Faible
C001765,Kénitra,21.66,20,0,Faible
C001408,Rabat,21.63,24,0,Faible
C001325,Rabat,21.61,27,0,Faible
C000957,Rabat,21.58,13,0,Faible
C000640,Rabat,21.58,37,0,Faible
C001165,Kénitra,21.57,15,0,Faible
C000847,Kénitra,21.57,24,0,Faible
C000760,Rabat,21.56,17,0,Faible
C001658,Skhirate-Témara,21.54,36,0,Faible
C000585,Kénitra,21.53,16,0,Faible
C001513,Rabat,21.5,20,0,Faible
C001758,Salé,21.46,36,1,Faible
C000358,Salé,21.46,39,0,Faible
C000846,Rabat,21.45,18,0,Faible
C001802,Salé,21.45,28,0,Faible
C000484,Kénitra,21.44,15,0,Faible
C001625,Salé,21.44,26,0,Faible
C000152,Skhirate-Témara,21.44,22,0,Faible
C001779,Rabat,21.41,36,0,Faible
C001594,Kénitra,21.39,29,0,Faible
C000630,Sidi Kacem,21.38,21,0,Faible
C001456,Salé,21.36,19,0,Faible
C000689,Sidi Slimane,21.36,37,0,Faible
C001086,Rabat,21.36,14,0,Faible
C000857,Rabat,21.35,37,0,Faible
C000450,Skhirate-Témara,21.31,22,0,Faible
C000059,Sidi Slimane,21.25,11,0,Faible
C001628,Skhirate-Témara,21.24,37,0,Faible
C001519,Salé,21.24,35,0,Faible
C001583,Sidi Kacem,21.23,20,0,Faible
C001067,Khémisset,21.22,24,0,Faible
C001121,Salé,21.21,25,0,Faible
C000481,Khémisset,21.2,20,0,Faible
C001412,Rabat,21.2,34,0,Faible
C000466,Sidi Kacem,21.18,16,0,Faible
C001551,Salé,21.17,17,0,Faible
C000480,Khémisset,21.17,37,0,Faible
C001650,Salé,21.16,29,0,Faible
C000199,Kénitra,21.14,15,0,Faible
C001797,Skhirate-Témara,21.14,29,0,Faible
C001613,Sidi Kacem,21.14,17,0,Faible
C000133,Rabat,21.13,31,0,Faible
C001520,Kénitra,21.1,41,0,Faible
C001480,Rabat,21.1,10,0,Faible
C000383,Sidi Kacem,21.09,38,0,Faible
C000486,Salé,21.08,21,0,Faible
C000552,Khémisset,21.03,10,0,Faible
C000164,Kénitra,21.02,37,0,Faible
C001627,Rabat,21.01,26,0,Faible
C000018,Kénitra,21.01,28,0,Faible
C000615,Sidi Kacem,21.0,24,0,Faible
C000554,Rabat,20.99,20,0,Faible
C000145,Khémisset,20.99,25,1,Faible
C001979,Salé,20.98,18,0,Faible
C002006,Khémisset,20.98,19,0,Faible
C001475,Rabat,20.98,14,0,Faible
C001734,Salé,20.97,13,0,Faible
C001299,Rabat,20.97,23,0,Faible
C001392,Sidi Kacem,20.96,10,0,Faible
C000321,Rabat,20.96,29,0,Faible
C001994,Rabat,20.93,37,0,Faible
C001512,Rabat,20.92,32,0,Faible
C000188,Salé,20.9,24,0,Faible
C000794,Kénitra,20.9,33,0,Faible
C000727,Khémisset,20.88,19,0,Faible
C000970,Khémisset,20.88,18,0,Faible
C001911,Rabat,20.87,30,0,Faible
C000369,Kénitra,20.87,37,0,Faible
C000870,Kénitra,20.83,23,0,Faible
C001044,Kénitra,20.83,24,0,Faible
C000916,Khémisset,20.81,33,0,Faible
C001522,Kénitra,20.8,20,0,Faible
C000247,Salé,20.79,18,0,Faible
C000487,Kénitra,20.79,19,0,Faible
C001288,Kénitra,20.79,36,0,Faible
C000541,Khémisset,20.77,15,0,Faible
C000006,Kénitra,20.75,31,0,Faible
C000483,Khémisset,20.75,34,0,Faible
C001697,Kénitra,20.75,29,0,Faible
C001626,Rabat,20.74,15,0,Faible
C000305,Kénitra,20.72,39,0,Faible
C000116,Skhirate-Témara,20.71,35,0,Faible
C000693,Salé,20.69,14,0,Faible
C001209,Khémisset,20.68,27,0,Faible
C001689,Kénitra,20.68,23,0,Faible
C000654,Rabat,20.66,21,0,Faible
C001496,Khémisset,20.66,33,0,Faible
C000900,Salé,20.62,28,0,Faible
C000931,Rabat,20.62,35,0,Faible
C001818,Sidi Slimane,20.61,32,0,Faible
C001081,Kénitra,20.58,29,0,Faible
C000716,Rabat,20.58,29,0,Faible
C000214,Skhirate-Témara,20.57,28,0,Faible
C001141,Salé,20.55,37,0,Faible
C001357,Khémisset,20.55,12,0,Faible
C000705,Skhirate-Témara,20.55,20,0,Faible
C000402,Khémisset,20.54,10,0,Faible
C001459,Kénitra,20.52,34,0,Faible
C000750,Rabat,20.51,14,0,Faible
C001863,Rabat,20.5,23,0,Faible
C001739,Salé,20.49,14,0,Faible
C001795,Kénitra,20.49,11,0,Faible
C000372,Kénitra,20.45,16,0,Faible
C000212,Salé,20.41,24,0,Faible
C001393,Kénitra,20.4,33,0,Faible
C000074,Salé,20.38,10,0,Faible
C001333,Salé,20.37,32,0,Faible
C001741,Sidi Kacem,20.36,15,0,Faible
C000311,Kénitra,20.36,30,0,Faible
C001099,Rabat,20.33,20,0,Faible
C001595,Kénitra,20.31,12,0,Faible
C000605,Rabat,20.31,27,0,Faible
C001342,Salé,20.29,20,0,Faible
C000765,Salé,20.28,13,0,Faible
C001210,Salé,20.28,20,0,Faible
C001494,Khémisset,20.23,14,0,Faible
C001614,Salé,20.23,39,0,Faible
C001397,Salé,20.22,11,0,Faible
C000294,Sidi Slimane,20.21,15,0,Faible
C000404,Salé,20.21,10,0,Faible
C001012,Kénitra,20.2,12,0,Faible
C001117,Sidi Kacem,20.19,37,0,Faible
C000351,Kénitra,20.17,39,0,Faible
C001940,Salé,20.16,21,0,Faible
C001720,Skhirate-Témara,20.16,21,0,Faible
C000512,Skhirate-Témara,20.16,19,0,Faible
C001212,Skhirate-Témara,20.16,25,0,Faible
C001928,Salé,20.15,39,0,Faible
C001897,Rabat,20.15,22,0,Faible
C001502,Salé,20.14,30,0,Faible
C001335,Rabat,20.12,14,0,Faible
C000928,Rabat,20.1,29,0,Faible
C002003,Kénitra,20.09,34,0,Faible
C000035,Skhirate-Témara,20.09,28,0,Faible
C001298,Sidi Kacem,20.09,30,0,Faible
C001771,Khémisset,20.08,28,0,Faible
C000322,Kénitra,20.05,23,0,Faible
C000905,Skhirate-Témara,20.05,32,0,Faible
C000302,Kénitra,20.04,16,0,Faible
C001094,Kénitra,20.03,32,0,Faible
C001495,Skhirate-Témara,20.03,35,0,Faible
C000570,Salé,20.01,19,0,Faible
C000505,Salé,20.0,37,0,Faible
C000208,Kénitra,20.0,28,0,Faible
C001330,Skhirate-Témara,19.99,29,0,Faible
C000114,Sidi Slimane,19.98,16,0,Faible
C001715,Salé,19.97,28,0,Faible
C001591,Rabat,19.97,38,0,Faible
C000039,Rabat,19.96,19,0,Faible
C001297,Salé,19.96,24,0,Faible
C001930,Kénitra,19.96,16,0,Faible
C001571,Rabat,19.96,31,0,Faible
C000290,Skhirate-Témara,19.94,28,0,Faible
C001162,Kénitra,19.93,33,0,Faible
C001240,Kénitra,19.92,33,0,Faible
C001527,Kénitra,19.92,22,0,Faible
C001844,Salé,19.9,19,0,Faible
C000433,Salé,19.89,26,0,Faible
C001568,Rabat,19.88,31,0,Faible
C000647,Skhirate-Témara,19.87,19,0,Faible
C000156,Salé,19.87,37,0,Faible
C000784,Rabat,19.84,25,0,Faible
C001599,Khémisset,19.82,13,0,Faible
C000192,Rabat,19.8,11,0,Faible
C000664,Rabat,19.8,11,0,Faible
C000852,Skhirate-Témara,19.79,25,0,Faible
C001147,Khémisset,19.78,16,0,Faible
C001554,Rabat,19.77,30,0,Faible
C000453,Rabat,19.77,10,0,Faible
C000020,Sidi Kacem,19.76,39,0,Faible
C000226,Kénitra,19.74,20,0,Faible
C001685,Salé,19.74,20,0,Faible
C001352,Khémisset,19.74,20,0,Faible
C000963,Skhirate-Témara,19.73,27,0,Faible
C001098,Kénitra,19.72,38,0,Faible
C000910,Skhirate-Témara,19.72,24,0,Faible
C000203,Khémisset,19.71,36,0,Faible
C001659,Sidi Kacem,19.7,38,0,Faible
C001796,Rabat,19.68,19,0,Faible
C000717,Rabat,19.68,19,0,Faible
C000387,Kénitra,19.67,22,0,Faible
C000085,Skhirate-Témara,19.65,31,0,Faible
C000429,Skhirate-Témara,19.64,13,0,Faible
C001585,Kénitra,19.63,35,0,Faible
C000279,Kénitra,19.63,21,0,Faible
C001384,Salé,19.63,13,0,Faible
C000962,Kénitra,19.63,16,0,Faible
C001234,Skhirate-Témara,19.59,21,0,Faible
C000537,Skhirate-Témara,19.59,37,0,Faible
C001562,Kénitra,19.59,33,0,Faible
C001895,Salé,19.59,28,0,Faible
C000865,Kénitra,19.56,35,0,Faible
C000175,Skhirate-Témara,19.56,13,0,Faible
C001410,Khémisset,19.55,18,0,Faible
C000941,Rabat,19.55,20,0,Faible
C000507,Salé,19.54,21,0,Faible
C001528,Rabat,19.54,10,0,Faible
C000171,Salé,19.53,20,0,Faible
C000581,Rabat,19.52,18,0,Faible
C000073,Rabat,19.5,29,0,Faible
C001152,Skhirate-Témara,19.49,22,0,Faible
C000075,Rabat,19.48,36,0,Faible
C000749,Salé,19.48,17,0,Faible
C001371,Khémisset,19.47,30,0,Faible
C000588,Salé,19.44,15,0,Faible
C000155,Rabat,19.43,16,0,Faible
C000745,Kénitra,19.41,30,0,Faible
C000592,Skhirate-Témara,19.4,10,0,Faible
C001773,Rabat,19.4,33,0,Faible
C001544,Skhirate-Témara,19.39,36,0,Faible
C000079,Rabat,19.38,25,0,Faible
C000744,Skhirate-Témara,19.37,38,0,Faible
C001521,Salé,19.35,38,0,Faible
C000119,Salé,19.34,38,0,Faible
C001826,Salé,19.3,11,0,Faible
C001836,Kénitra,19.3,36,0,Faible
C001692,Skhirate-Témara,19.28,34,0,Faible
C000168,Salé,19.28,11,0,Faible
C000157,Sidi Kacem,19.28,36,0,Faible
C001248,Salé,19.24,18,0,Faible
C001262,Rabat,19.23,14,0,Faible
C001132,Rabat,19.23,18,0,Faible
C001471,Rabat,19.21,30,0,Faible
C001610,Kénitra,19.19,37,0,Faible
C001726,Kénitra,19.18,12,0,Faible
C000056,Kénitra,19.16,31,0,Faible
C001274,Rabat,19.15,33,0,Faible
C000713,Salé,19.14,35,0,Faible
C000790,Rabat,19.14,29,0,Faible
C000181,Sidi Kacem,19.13,30,0,Faible
C001912,Kénitra,19.12,19,0,Faible
C000663,Salé,19.12,30,0,Faible
C000698,Sidi Kacem,19.11,21,0,Faible
C001523,Rabat,19.1,12,0,Faible
C001490,Kénitra,19.09,18,0,Faible
C000525,Kénitra,19.06,19,0,Faible
C001145,Rabat,19.03,26,0,Faible
C000967,Rabat,19.03,24,0,Faible
C001102,Sidi Slimane,19.02,28,0,Faible
C001038,Skhirate-Témara,19.0,24,0,Faible
C001301,Salé,18.99,10,1,Faible
C001156,Salé,18.99,31,0,Faible
C000443,Rabat,18.98,35,0,Faible
C001536,Khémisset,18.95,32,0,Faible
